frame.time_epoch,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,ftp.request.command,ftp.request.arg,ftp.response.code,ftp.response.arg,label
1765974208.0173073,66,10.0.2.129,10.0.2.128,58130,21,A,,,0,,0
1765974208.3554204,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974209.3652186,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974212.459107,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974212.459202,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974213.529235,72,10.0.2.129,10.0.2.128,58130,21,PA,,,0,,0
1765974213.5297418,115,10.0.2.128,10.0.2.129,21,58130,PA,,,229,Entering Extended Passive Mode (|||56405|).,0
1765974213.5298498,74,10.0.2.129,10.0.2.128,57718,56405,S,,,0,,0
1765974213.5302458,74,10.0.2.128,10.0.2.129,56405,57718,SA,,,0,,0
1765974213.5302582,66,10.0.2.129,10.0.2.128,57718,56405,A,,,0,,0
1765974213.5303595,75,10.0.2.129,10.0.2.128,58130,21,PA,LIST,-a,0,,0
1765974213.5308952,105,10.0.2.128,10.0.2.129,21,58130,PA,,,150,Here comes the directory listing.,0
1765974213.5308957,819,10.0.2.128,10.0.2.129,56405,57718,PA,,,0,,0
1765974213.5309088,66,10.0.2.129,10.0.2.128,57718,56405,A,,,0,,0
1765974213.5310233,66,10.0.2.128,10.0.2.129,56405,57718,FA,,,0,,0
1765974213.5311468,66,10.0.2.129,10.0.2.128,57718,56405,FA,,,0,,0
1765974213.531458,66,10.0.2.128,10.0.2.129,56405,57718,A,,,0,,0
1765974213.5315542,90,10.0.2.128,10.0.2.129,21,58130,PA,,,226,Directory send OK.,0
1765974213.5315769,66,10.0.2.129,10.0.2.128,58130,21,A,,,0,,0
1765974217.4661589,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974217.4662485,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974222.4720588,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974222.4722347,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974222.539511,42,,,0,0,,,,0,,0
1765974222.5405962,60,,,0,0,,,,0,,0
1765974227.4793875,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974227.479611,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974228.7236946,72,10.0.2.129,10.0.2.128,58130,21,PA,QUIT,,0,,0
1765974228.724352,80,10.0.2.128,10.0.2.129,21,58130,PA,,,221,Goodbye.,0
1765974228.7243526,66,10.0.2.128,10.0.2.129,21,58130,FA,,,0,,0
1765974228.7245798,66,10.0.2.129,10.0.2.128,58130,21,FA,,,0,,0
1765974228.7251167,66,10.0.2.128,10.0.2.129,21,58130,A,,,0,,0
1765974231.6418643,74,10.0.2.129,10.0.2.128,35092,21,S,,,0,,0
1765974231.642285,74,10.0.2.128,10.0.2.129,21,35092,SA,,,0,,0
1765974231.642316,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974231.6442723,86,10.0.2.128,10.0.2.129,21,35092,PA,,,220,(vsFTPd 2.3.4),0
1765974231.6442993,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974232.4856188,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974232.4856591,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974233.9389486,76,10.0.2.129,10.0.2.128,35092,21,PA,USER,ftp,0,,0
1765974233.9393806,66,10.0.2.128,10.0.2.129,21,35092,A,,,0,,0
1765974233.939381,100,10.0.2.128,10.0.2.129,21,35092,PA,,,331,Please specify the password.,0
1765974233.9394336,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974235.6823003,76,10.0.2.129,10.0.2.128,35092,21,PA,PASS,ftp,0,,0
1765974235.7206876,66,10.0.2.128,10.0.2.129,21,35092,A,,,0,,0
1765974235.7866118,89,10.0.2.128,10.0.2.129,21,35092,PA,,,230,Login successful.,0
1765974235.786648,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974235.7869108,72,10.0.2.129,10.0.2.128,35092,21,PA,SYST,,0,,0
1765974235.78729,66,10.0.2.128,10.0.2.129,21,35092,A,,,0,,0
1765974235.78729,85,10.0.2.128,10.0.2.129,21,35092,PA,,,215,UNIX Type: L8,0
1765974235.7874565,72,10.0.2.129,10.0.2.128,35092,21,PA,,,0,,0
1765974235.7877955,81,10.0.2.128,10.0.2.129,21,35092,PA,,,0,,0
1765974235.7877955,73,10.0.2.128,10.0.2.129,21,35092,PA,,,0,,0
1765974235.7878888,73,10.0.2.128,10.0.2.129,21,35092,PA,,,0,,0
1765974235.7879033,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974235.7882175,124,10.0.2.128,10.0.2.129,21,35092,PA,,,0,,0
1765974235.831352,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974237.4918485,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974237.4920356,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974242.497907,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974242.498066,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974247.5046456,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974247.5051029,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974252.51091,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974252.5110116,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974257.4874666,82,10.0.2.129,10.0.2.128,35092,21,PA,MKD,metasploit,0,,0
1765974257.488201,106,10.0.2.128,10.0.2.129,21,35092,PA,,,550,Create directory operation failed.,0
1765974257.4882162,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974257.5166724,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974257.51673,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974257.6119964,42,,,0,0,,,,0,,0
1765974257.613111,60,,,0,0,,,,0,,0
1765974262.5231798,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974262.5232904,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974264.913446,82,10.0.2.129,10.0.2.128,35092,21,PA,CWD,metasploit,0,,0
1765974264.9140418,99,10.0.2.128,10.0.2.129,21,35092,PA,,,550,Failed to change directory.,0
1765974264.914055,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974267.5297072,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974267.529753,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974271.384885,71,10.0.2.129,10.0.2.128,35092,21,PA,PWD,,0,,0
1765974271.385383,75,10.0.2.128,10.0.2.129,21,35092,PA,,,257,"""/""",0
1765974271.3853931,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974272.5352998,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974272.535343,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974277.541567,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974277.5416653,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974282.5477662,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974282.5478733,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974287.5535767,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974287.553777,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974292.559503,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974292.559615,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974292.6832857,42,,,0,0,,,,0,,0
1765974292.6838214,60,,,0,0,,,,0,,0
1765974297.565886,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974297.565987,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974302.4657264,60,,,0,0,,,,0,,0
1765974302.4657266,60,,,0,0,,,,0,,0
1765974302.4660206,342,10.0.2.128,10.0.2.254,0,0,,,,0,,0
1765974302.4660208,342,10.0.2.254,10.0.2.128,0,0,,,,0,,0
1765974302.5717854,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974302.5718486,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974307.577464,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974307.577516,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974312.5829327,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974312.5829778,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974317.5896163,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974317.5897171,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974322.595695,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974322.595796,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974326.3555892,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974327.361587,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974327.601508,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974327.6016018,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974327.7550778,42,,,0,0,,,,0,,0
1765974327.755524,60,,,0,0,,,,0,,0
1765974328.367281,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974329.378054,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974332.607097,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974332.607234,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974332.699799,72,10.0.2.129,10.0.2.128,35092,21,PA,,,0,,0
1765974332.7003696,115,10.0.2.128,10.0.2.129,21,35092,PA,,,229,Entering Extended Passive Mode (|||38102|).,0
1765974332.7003806,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974332.7005773,74,10.0.2.129,10.0.2.128,48926,38102,S,,,0,,0
1765974332.7009344,74,10.0.2.128,10.0.2.129,38102,48926,SA,,,0,,0
1765974332.700947,66,10.0.2.129,10.0.2.128,48926,38102,A,,,0,,0
1765974332.7010634,72,10.0.2.129,10.0.2.128,35092,21,PA,LIST,,0,,0
1765974332.7015653,105,10.0.2.128,10.0.2.129,21,35092,PA,,,150,Here comes the directory listing.,0
1765974332.7015653,66,10.0.2.128,10.0.2.129,38102,48926,FA,,,0,,0
1765974332.7016904,66,10.0.2.129,10.0.2.128,48926,38102,FA,,,0,,0
1765974332.7020435,66,10.0.2.128,10.0.2.129,38102,48926,A,,,0,,0
1765974332.7020435,90,10.0.2.128,10.0.2.129,21,35092,PA,,,226,Directory send OK.,0
1765974332.7021334,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974337.6152651,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974337.615686,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974337.7391033,42,,,0,0,,,,0,,0
1765974337.739997,60,,,0,0,,,,0,,0
1765974342.6221228,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974342.6223009,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974344.5992882,72,10.0.2.129,10.0.2.128,35092,21,PA,,,0,,0
1765974344.5998387,115,10.0.2.128,10.0.2.129,21,35092,PA,,,229,Entering Extended Passive Mode (|||32527|).,0
1765974344.599959,74,10.0.2.129,10.0.2.128,39946,32527,S,,,0,,0
1765974344.6003168,74,10.0.2.128,10.0.2.129,32527,39946,SA,,,0,,0
1765974344.6003275,66,10.0.2.129,10.0.2.128,39946,32527,A,,,0,,0
1765974344.6004398,72,10.0.2.129,10.0.2.128,35092,21,PA,LIST,,0,,0
1765974344.600927,105,10.0.2.128,10.0.2.129,21,35092,PA,,,150,Here comes the directory listing.,0
1765974344.6009274,66,10.0.2.128,10.0.2.129,32527,39946,FA,,,0,,0
1765974344.601068,66,10.0.2.129,10.0.2.128,39946,32527,FA,,,0,,0
1765974344.6013806,66,10.0.2.128,10.0.2.129,32527,39946,A,,,0,,0
1765974344.6013806,90,10.0.2.128,10.0.2.129,21,35092,PA,,,226,Directory send OK.,0
1765974344.6015315,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974347.627953,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974347.6280148,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974352.6339643,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974352.634032,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974355.8222525,72,10.0.2.129,10.0.2.128,35092,21,PA,,,0,,0
1765974355.8228476,115,10.0.2.128,10.0.2.129,21,35092,PA,,,229,Entering Extended Passive Mode (|||37610|).,0
1765974355.8229854,74,10.0.2.129,10.0.2.128,58330,37610,S,,,0,,0
1765974355.8233814,74,10.0.2.128,10.0.2.129,37610,58330,SA,,,0,,0
1765974355.823422,66,10.0.2.129,10.0.2.128,58330,37610,A,,,0,,0
1765974355.8235517,72,10.0.2.129,10.0.2.128,35092,21,PA,LIST,,0,,0
1765974355.824092,105,10.0.2.128,10.0.2.129,21,35092,PA,,,150,Here comes the directory listing.,0
1765974355.824092,66,10.0.2.128,10.0.2.129,37610,58330,FA,,,0,,0
1765974355.8242772,66,10.0.2.129,10.0.2.128,58330,37610,FA,,,0,,0
1765974355.8246572,66,10.0.2.128,10.0.2.129,37610,58330,A,,,0,,0
1765974355.8246574,90,10.0.2.128,10.0.2.129,21,35092,PA,,,226,Directory send OK.,0
1765974355.8246925,66,10.0.2.129,10.0.2.128,35092,21,A,,,0,,0
1765974357.6402593,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974357.640351,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974362.646114,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974362.6465,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974367.6523314,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974367.6525073,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974367.691102,42,,,0,0,,,,0,,0
1765974367.691264,60,,,0,0,,,,0,,0
1765974372.658518,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974372.6590035,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974377.6654696,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974377.6655257,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974382.671216,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974382.6712575,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974387.6767032,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974387.676779,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974392.6828816,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974392.682926,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974397.688426,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974397.6885257,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974402.6939292,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974402.6940503,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974407.417192,72,10.0.2.129,10.0.2.128,35092,21,PA,QUIT,,0,,0
1765974407.4178803,80,10.0.2.128,10.0.2.129,21,35092,PA,,,221,Goodbye.,0
1765974407.4178808,66,10.0.2.128,10.0.2.129,21,35092,FA,,,0,,0
1765974407.4180925,66,10.0.2.129,10.0.2.128,35092,21,FA,,,0,,0
1765974407.4186628,66,10.0.2.128,10.0.2.129,21,35092,A,,,0,,0
1765974407.6966453,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974407.6967068,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974407.8835945,42,,,0,0,,,,0,,0
1765974407.8840165,60,,,0,0,,,,0,,0
1765974411.0504673,74,10.0.2.129,10.0.2.128,54584,21,S,,,0,,0
1765974411.0511832,74,10.0.2.128,10.0.2.129,21,54584,SA,,,0,,0
1765974411.0512085,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974411.053968,86,10.0.2.128,10.0.2.129,21,54584,PA,,,220,(vsFTPd 2.3.4),0
1765974411.0539906,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974412.699992,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974412.7001855,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974417.7042327,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974417.704359,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974422.7076352,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974422.7077374,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974427.71209,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974427.71219,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974432.7159934,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974432.7162433,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974437.7171614,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974437.7172194,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974437.7594154,77,10.0.2.129,10.0.2.128,54584,21,PA,USER,ojhf,0,,0
1765974437.7600431,66,10.0.2.128,10.0.2.129,21,54584,A,,,0,,0
1765974437.7600436,100,10.0.2.128,10.0.2.129,21,54584,PA,,,331,Please specify the password.,0
1765974437.7600732,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974439.465215,77,10.0.2.129,10.0.2.128,54584,21,PA,PASS,ojhm,0,,0
1765974439.4960132,66,10.0.2.128,10.0.2.129,21,54584,A,,,0,,0
1765974442.4010327,88,10.0.2.128,10.0.2.129,21,54584,PA,,,530,Login incorrect.,0
1765974442.4011114,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974442.718922,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974442.7189991,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974446.373342,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974447.384122,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974447.7239635,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974447.7240674,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974447.819531,42,,,0,0,,,,0,,0
1765974447.8199103,60,,,0,0,,,,0,,0
1765974448.389752,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974449.3962486,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974452.7277448,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974452.727792,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974456.9577005,79,10.0.2.129,10.0.2.128,54584,21,PA,USER,dgjnlf,0,,0
1765974456.9582765,66,10.0.2.128,10.0.2.129,21,54584,A,,,0,,0
1765974456.958405,100,10.0.2.128,10.0.2.129,21,54584,PA,,,331,Please specify the password.,0
1765974456.9584386,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974457.731992,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974457.7320838,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974458.9942906,82,10.0.2.129,10.0.2.128,54584,21,PA,PASS,fjbknldf,0,,0
1765974459.027979,66,10.0.2.128,10.0.2.129,21,54584,A,,,0,,0
1765974462.199646,88,10.0.2.128,10.0.2.129,21,54584,PA,,,530,Login incorrect.,0
1765974462.1997695,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974462.7354426,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974462.7355654,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974464.3607385,80,10.0.2.129,10.0.2.128,54584,21,PA,USER,lknfdkf,0,,0
1765974464.361354,66,10.0.2.128,10.0.2.129,21,54584,A,,,0,,0
1765974464.3613544,100,10.0.2.128,10.0.2.129,21,54584,PA,,,331,Please specify the password.,0
1765974464.361401,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974466.0536487,84,10.0.2.129,10.0.2.128,54584,21,PA,PASS,shbjkfnsasd,0,,0
1765974466.088329,66,10.0.2.128,10.0.2.129,21,54584,A,,,0,,0
1765974467.740018,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974467.7401586,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974468.879275,88,10.0.2.128,10.0.2.129,21,54584,PA,,,530,Login incorrect.,0
1765974468.8793144,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974468.8794258,66,10.0.2.128,10.0.2.129,21,54584,FA,,,0,,0
1765974468.9236748,66,10.0.2.129,10.0.2.128,54584,21,A,,,0,,0
1765974472.744604,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974472.7447195,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974477.7454286,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974477.7454884,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974480.094451,80,10.0.2.129,10.0.2.128,54584,21,PA,USER,dkjlpoo,0,,0
1765974480.0945132,66,10.0.2.129,10.0.2.128,54584,21,FA,,,0,,0
1765974480.094997,60,10.0.2.128,10.0.2.129,21,54584,R,,,0,,0
1765974480.0949972,60,10.0.2.128,10.0.2.129,21,54584,R,,,0,,0
1765974482.7512414,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974482.7514176,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974487.7556975,42,,,0,0,,,,0,,0
1765974487.7559602,60,,,0,0,,,,0,,0
1765974487.756002,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974487.7560675,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974492.7616096,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974492.7616682,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974497.7685354,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974497.7686584,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974502.7742872,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974502.7743957,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974507.7808545,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974507.7813108,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974512.7878523,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974512.788291,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974517.7914495,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974517.7915618,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974522.7955134,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974522.7959633,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974527.8019805,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974527.8022244,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974527.9473283,42,,,0,0,,,,0,,0
1765974527.9485583,60,,,0,0,,,,0,,0
1765974532.807875,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974532.8080072,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974537.8160183,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974537.8162274,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974542.8227286,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974542.8228471,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974547.8282156,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974547.8282578,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974552.83361,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974552.8336625,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974557.8402867,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974557.8405566,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974562.846676,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974562.846886,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974565.177134,74,10.0.2.129,10.0.2.128,40182,21,S,,,0,,0
1765974565.1777313,74,10.0.2.128,10.0.2.129,21,40182,SA,,,0,,0
1765974565.1777778,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974565.180638,86,10.0.2.128,10.0.2.129,21,40182,PA,,,220,(vsFTPd 2.3.4),0
1765974565.1806772,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974566.3804593,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974567.3894742,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974567.8529394,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974567.8533232,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974567.884164,42,,,0,0,,,,0,,0
1765974567.885352,60,,,0,0,,,,0,,0
1765974568.4030998,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974569.4159317,212,10.0.2.1,239.255.255.250,0,0,,,,0,,0
1765974570.18794,42,,,0,0,,,,0,,0
1765974570.18927,60,,,0,0,,,,0,,0
1765974572.8592887,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974572.8595617,93,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974577.1706955,81,10.0.2.129,10.0.2.128,40182,21,PA,USER,msfadmin,0,,0
1765974577.171334,66,10.0.2.128,10.0.2.129,21,40182,A,,,0,,0
1765974577.1713345,100,10.0.2.128,10.0.2.129,21,40182,PA,,,331,Please specify the password.,0
1765974577.1713817,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974577.8654685,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974577.8655715,81,10.0.2.129,10.0.2.1,0,0,,,,0,,0
1765974579.7774456,81,10.0.2.129,10.0.2.128,40182,21,PA,PASS,msfadmin,0,,0
1765974579.7803864,89,10.0.2.128,10.0.2.129,21,40182,PA,,,230,Login successful.,0
1765974579.7804017,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974579.7806785,72,10.0.2.129,10.0.2.128,40182,21,PA,SYST,,0,,0
1765974579.7812717,85,10.0.2.128,10.0.2.129,21,40182,PA,,,215,UNIX Type: L8,0
1765974579.7815175,72,10.0.2.129,10.0.2.128,40182,21,PA,,,0,,0
1765974579.782096,81,10.0.2.128,10.0.2.129,21,40182,PA,,,0,,0
1765974579.782096,73,10.0.2.128,10.0.2.129,21,40182,PA,,,0,,0
1765974579.7822554,73,10.0.2.128,10.0.2.129,21,40182,PA,,,0,,0
1765974579.7822716,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974579.7828302,124,10.0.2.128,10.0.2.129,21,40182,PA,,,0,,0
1765974579.8276837,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974581.569222,72,10.0.2.129,10.0.2.128,40182,21,PA,,,0,,0
1765974581.5701249,115,10.0.2.128,10.0.2.129,21,40182,PA,,,229,Entering Extended Passive Mode (|||43146|).,0
1765974581.57014,66,10.0.2.129,10.0.2.128,40182,21,A,,,0,,0
1765974581.5704975,74,10.0.2.129,10.0.2.128,58174,43146,S,,,0,,0
1765974581.5710888,74,10.0.2.128,10.0.2.129,43146,58174,SA,,,0,,0
1765974581.5711298,66,10.0.2.129,10.0.2.128,58174,43146,A,,,0,,0
