frame.time_epoch,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,ftp.request.command,ftp.request.arg,ftp.response.code,ftp.response.arg,label
1765975324.2935889,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975324.2937596,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975324.421697,42,,,0,0,,,,0,,1
1765975324.4220684,60,,,0,0,,,,0,,1
1765975329.3000674,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975329.3002992,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975334.305709,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975334.3059096,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975339.3112612,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975339.3113985,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975344.313311,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975344.3134823,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975347.698044,86,192.168.189.133,192.168.189.128,36316,21,PA,MKD,.malicious.txt,0,,1
1765975347.70222,111,192.168.189.128,192.168.189.133,21,36316,PA,,,257,"""/home/msfadmin/.malicious.txt"" created",1
1765975347.7022502,66,192.168.189.133,192.168.189.128,36316,21,A,,,0,,1
1765975349.3194084,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975349.319549,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975349.5097446,42,,,0,0,,,,0,,1
1765975349.5100057,60,,,0,0,,,,0,,1
1765975352.8416843,42,,,0,0,,,,0,,1
1765975352.8426075,60,,,0,0,,,,0,,1
1765975354.3247771,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975354.3250473,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975359.3303998,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975359.3305695,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975364.3358536,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975364.3359945,93,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975369.3419783,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975369.3422043,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975373.6987522,72,192.168.189.133,192.168.189.128,36316,21,PA,SYST,,0,,1
1765975373.6999943,85,192.168.189.128,192.168.189.133,21,36316,PA,,,215,UNIX Type: L8,1
1765975373.7000191,66,192.168.189.133,192.168.189.128,36316,21,A,,,0,,1
1765975374.3473876,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975374.347553,81,192.168.189.133,192.168.189.1,0,0,,,,0,,1
1765975374.5977182,42,,,0,0,,,,0,,1
1765975374.5983195,60,,,0,0,,,,0,,1
1765974850.4040658,74,10.0.3.4,10.0.3.7,36433,21,S,,,0,,1
1765974850.4043903,74,10.0.3.7,10.0.3.4,21,36433,SA,,,0,,1
1765974850.4044416,66,10.0.3.4,10.0.3.7,36433,21,A,,,0,,1
1765974850.4057498,86,10.0.3.7,10.0.3.4,21,36433,PA,,,220,(vsFTPd 2.3.4),1
1765974850.405761,66,10.0.3.4,10.0.3.7,36433,21,A,,,0,,1
1765974850.4060311,77,10.0.3.4,10.0.3.7,36433,21,PA,USER,root,0,,1
1765974850.4064248,66,10.0.3.7,10.0.3.4,21,36433,A,,,0,,1
1765974850.406425,100,10.0.3.7,10.0.3.4,21,36433,PA,,,331,Please specify the password.,1
1765974850.406491,83,10.0.3.4,10.0.3.7,36433,21,PA,PASS,rootpasswd,0,,1
1765974850.4445746,66,10.0.3.7,10.0.3.4,21,36433,A,,,0,,1
1765974853.1245987,88,10.0.3.7,10.0.3.4,21,36433,PA,,,530,Login incorrect.,1
1765974853.1247594,66,10.0.3.4,10.0.3.7,36433,21,FA,,,0,,1
1765974853.1250975,76,10.0.3.7,10.0.3.4,21,36433,PA,,,500,OOPS:,1
1765974853.1250975,96,10.0.3.7,10.0.3.4,21,36433,PA,,,0,,1
1765974853.1250975,68,10.0.3.7,10.0.3.4,21,36433,PA,,,0,,1
1765974853.1251574,54,10.0.3.4,10.0.3.7,36433,21,R,,,0,,1
1765974853.125169,54,10.0.3.4,10.0.3.7,36433,21,R,,,0,,1
1765974853.1251748,54,10.0.3.4,10.0.3.7,36433,21,R,,,0,,1
1765974853.1252491,88,10.0.3.7,10.0.3.4,21,36433,FPA,,,500,OOPS: child died,1
1765974853.1252785,54,10.0.3.4,10.0.3.7,36433,21,R,,,0,,1
1765974853.126485,74,10.0.3.4,10.0.3.7,42997,21,S,,,0,,1
1765974853.1267798,74,10.0.3.7,10.0.3.4,21,42997,SA,,,0,,1
1765974853.1267922,66,10.0.3.4,10.0.3.7,42997,21,A,,,0,,1
1765974853.1280837,86,10.0.3.7,10.0.3.4,21,42997,PA,,,220,(vsFTPd 2.3.4),1
1765974853.1280935,66,10.0.3.4,10.0.3.7,42997,21,A,,,0,,1
1765974853.128284,77,10.0.3.4,10.0.3.7,42997,21,PA,USER,root,0,,1
1765974853.128684,66,10.0.3.7,10.0.3.4,21,42997,A,,,0,,1
1765974853.1286843,100,10.0.3.7,10.0.3.4,21,42997,PA,,,331,Please specify the password.,1
1765974853.128793,80,10.0.3.4,10.0.3.7,42997,21,PA,PASS,12hrs37,0,,1
1765974853.1647005,66,10.0.3.7,10.0.3.4,21,42997,A,,,0,,1
1765974855.5854893,88,10.0.3.7,10.0.3.4,21,42997,PA,,,530,Login incorrect.,1
1765974855.5859268,66,10.0.3.4,10.0.3.7,42997,21,FA,,,0,,1
1765974855.5867872,76,10.0.3.7,10.0.3.4,21,42997,PA,,,500,OOPS:,1
1765974855.586788,96,10.0.3.7,10.0.3.4,21,42997,PA,,,0,,1
1765974855.586788,68,10.0.3.7,10.0.3.4,21,42997,PA,,,0,,1
1765974855.586918,54,10.0.3.4,10.0.3.7,42997,21,R,,,0,,1
1765974855.5869713,54,10.0.3.4,10.0.3.7,42997,21,R,,,0,,1
1765974855.5869887,54,10.0.3.4,10.0.3.7,42997,21,R,,,0,,1
1765974855.5871716,88,10.0.3.7,10.0.3.4,21,42997,FPA,,,500,OOPS: child died,1
1765974855.5871956,54,10.0.3.4,10.0.3.7,42997,21,R,,,0,,1
1765974855.589679,74,10.0.3.4,10.0.3.7,37003,21,S,,,0,,1
1765974855.5904143,74,10.0.3.7,10.0.3.4,21,37003,SA,,,0,,1
1765974855.590556,66,10.0.3.4,10.0.3.7,37003,21,A,,,0,,1
1765974855.595028,86,10.0.3.7,10.0.3.4,21,37003,PA,,,220,(vsFTPd 2.3.4),1
1765974855.5950785,66,10.0.3.4,10.0.3.7,37003,21,A,,,0,,1
1765974855.5956838,78,10.0.3.4,10.0.3.7,37003,21,PA,USER,admin,0,,1
1765974855.5964017,66,10.0.3.7,10.0.3.4,21,37003,A,,,0,,1
1765974855.596402,100,10.0.3.7,10.0.3.4,21,37003,PA,,,331,Please specify the password.,1
1765974855.5966969,78,10.0.3.4,10.0.3.7,37003,21,PA,PASS,admin,0,,1
1765974855.634805,66,10.0.3.7,10.0.3.4,21,37003,A,,,0,,1
1765974858.4758923,88,10.0.3.7,10.0.3.4,21,37003,PA,,,530,Login incorrect.,1
1765974858.476256,66,10.0.3.4,10.0.3.7,37003,21,FA,,,0,,1
1765974858.476889,76,10.0.3.7,10.0.3.4,21,37003,PA,,,500,OOPS:,1
1765974858.476889,96,10.0.3.7,10.0.3.4,21,37003,PA,,,0,,1
1765974858.476889,68,10.0.3.7,10.0.3.4,21,37003,PA,,,0,,1
1765974858.476933,54,10.0.3.4,10.0.3.7,37003,21,R,,,0,,1
1765974858.4769652,54,10.0.3.4,10.0.3.7,37003,21,R,,,0,,1
1765974858.4769788,54,10.0.3.4,10.0.3.7,37003,21,R,,,0,,1
1765974858.4771223,88,10.0.3.7,10.0.3.4,21,37003,FPA,,,500,OOPS: child died,1
1765974858.477141,54,10.0.3.4,10.0.3.7,37003,21,R,,,0,,1
1765974858.4795084,74,10.0.3.4,10.0.3.7,33049,21,S,,,0,,1
1765974858.480053,74,10.0.3.7,10.0.3.4,21,33049,SA,,,0,,1
1765974858.480089,66,10.0.3.4,10.0.3.7,33049,21,A,,,0,,1
1765974858.4831057,86,10.0.3.7,10.0.3.4,21,33049,PA,,,220,(vsFTPd 2.3.4),1
1765974858.4831345,66,10.0.3.4,10.0.3.7,33049,21,A,,,0,,1
1765974858.4834793,83,10.0.3.4,10.0.3.7,33049,21,PA,USER,localadmin,0,,1
1765974858.4841113,66,10.0.3.7,10.0.3.4,21,33049,A,,,0,,1
1765974858.4841118,100,10.0.3.7,10.0.3.4,21,33049,PA,,,331,Please specify the password.,1
1765974858.4843051,83,10.0.3.4,10.0.3.7,33049,21,PA,PASS,localadmin,0,,1
1765974858.5238254,66,10.0.3.7,10.0.3.4,21,33049,A,,,0,,1
1765974861.7747982,88,10.0.3.7,10.0.3.4,21,33049,PA,,,530,Login incorrect.,1
1765974861.774927,66,10.0.3.4,10.0.3.7,33049,21,FA,,,0,,1
1765974861.7752802,76,10.0.3.7,10.0.3.4,21,33049,PA,,,500,OOPS:,1
1765974861.7752805,96,10.0.3.7,10.0.3.4,21,33049,PA,,,0,,1
1765974861.7752805,68,10.0.3.7,10.0.3.4,21,33049,PA,,,0,,1
1765974861.775304,54,10.0.3.4,10.0.3.7,33049,21,R,,,0,,1
1765974861.7753222,54,10.0.3.4,10.0.3.7,33049,21,R,,,0,,1
1765974861.7753484,54,10.0.3.4,10.0.3.7,33049,21,R,,,0,,1
1765974861.7753956,88,10.0.3.7,10.0.3.4,21,33049,FPA,,,500,OOPS: child died,1
1765974861.7754016,54,10.0.3.4,10.0.3.7,33049,21,R,,,0,,1
1765974861.7774632,74,10.0.3.4,10.0.3.7,45035,21,S,,,0,,1
1765974861.7777758,74,10.0.3.7,10.0.3.4,21,45035,SA,,,0,,1
1765974861.7777908,66,10.0.3.4,10.0.3.7,45035,21,A,,,0,,1
1765974861.778955,86,10.0.3.7,10.0.3.4,21,45035,PA,,,220,(vsFTPd 2.3.4),1
1765974861.7789657,66,10.0.3.4,10.0.3.7,45035,21,A,,,0,,1
1765974861.779094,78,10.0.3.4,10.0.3.7,45035,21,PA,USER,admin,0,,1
1765974861.7793045,66,10.0.3.7,10.0.3.4,21,45035,A,,,0,,1
1765974861.779469,100,10.0.3.7,10.0.3.4,21,45035,PA,,,331,Please specify the password.,1
1765974861.779533,77,10.0.3.4,10.0.3.7,45035,21,PA,PASS,1234,0,,1
1765974861.8142178,66,10.0.3.7,10.0.3.4,21,45035,A,,,0,,1
1765974864.4758554,88,10.0.3.7,10.0.3.4,21,45035,PA,,,530,Login incorrect.,1
1765974864.4760697,66,10.0.3.4,10.0.3.7,45035,21,FA,,,0,,1
1765974864.4765484,76,10.0.3.7,10.0.3.4,21,45035,PA,,,500,OOPS:,1
1765974864.476549,96,10.0.3.7,10.0.3.4,21,45035,PA,,,0,,1
1765974864.476549,68,10.0.3.7,10.0.3.4,21,45035,PA,,,0,,1
1765974864.4765787,54,10.0.3.4,10.0.3.7,45035,21,R,,,0,,1
1765974864.476603,54,10.0.3.4,10.0.3.7,45035,21,R,,,0,,1
1765974864.476613,54,10.0.3.4,10.0.3.7,45035,21,R,,,0,,1
1765974864.476715,88,10.0.3.7,10.0.3.4,21,45035,FPA,,,500,OOPS: child died,1
1765974864.4767275,54,10.0.3.4,10.0.3.7,45035,21,R,,,0,,1
1765974864.4784958,74,10.0.3.4,10.0.3.7,34701,21,S,,,0,,1
1765974864.478921,74,10.0.3.7,10.0.3.4,21,34701,SA,,,0,,1
1765974864.4789464,66,10.0.3.4,10.0.3.7,34701,21,A,,,0,,1
1765974864.4811864,86,10.0.3.7,10.0.3.4,21,34701,PA,,,220,(vsFTPd 2.3.4),1
1765974864.4812083,66,10.0.3.4,10.0.3.7,34701,21,A,,,0,,1
1765974864.4814594,76,10.0.3.4,10.0.3.7,34701,21,PA,USER,apc,0,,1
1765974864.481901,66,10.0.3.7,10.0.3.4,21,34701,A,,,0,,1
1765974864.4819012,100,10.0.3.7,10.0.3.4,21,34701,PA,,,331,Please specify the password.,1
1765974864.4820397,76,10.0.3.4,10.0.3.7,34701,21,PA,PASS,apc,0,,1
1765974864.5141263,66,10.0.3.7,10.0.3.4,21,34701,A,,,0,,1
1765974866.9246843,88,10.0.3.7,10.0.3.4,21,34701,PA,,,530,Login incorrect.,1
1765974866.9251103,66,10.0.3.4,10.0.3.7,34701,21,FA,,,0,,1
1765974866.925882,76,10.0.3.7,10.0.3.4,21,34701,PA,,,500,OOPS:,1
1765974866.9258826,96,10.0.3.7,10.0.3.4,21,34701,PA,,,0,,1
1765974866.9258826,68,10.0.3.7,10.0.3.4,21,34701,PA,,,0,,1
1765974866.9259343,54,10.0.3.4,10.0.3.7,34701,21,R,,,0,,1
1765974866.9261136,54,10.0.3.4,10.0.3.7,34701,21,R,,,0,,1
1765974866.9261491,54,10.0.3.4,10.0.3.7,34701,21,R,,,0,,1
1765974866.9264426,88,10.0.3.7,10.0.3.4,21,34701,FPA,,,500,OOPS: child died,1
1765974866.9264674,54,10.0.3.4,10.0.3.7,34701,21,R,,,0,,1
1765974866.9293911,74,10.0.3.4,10.0.3.7,35289,21,S,,,0,,1
1765974866.9298851,74,10.0.3.7,10.0.3.4,21,35289,SA,,,0,,1
1765974866.9298964,66,10.0.3.4,10.0.3.7,35289,21,A,,,0,,1
1765974866.9309497,86,10.0.3.7,10.0.3.4,21,35289,PA,,,220,(vsFTPd 2.3.4),1
1765974866.9309585,66,10.0.3.4,10.0.3.7,35289,21,A,,,0,,1
1765974866.9311104,78,10.0.3.4,10.0.3.7,35289,21,PA,USER,admin,0,,1
1765974866.9314165,66,10.0.3.7,10.0.3.4,21,35289,A,,,0,,1
1765974866.9314165,100,10.0.3.7,10.0.3.4,21,35289,PA,,,331,Please specify the password.,1
1765974866.9314697,76,10.0.3.4,10.0.3.7,35289,21,PA,PASS,nas,0,,1
1765974866.963902,66,10.0.3.7,10.0.3.4,21,35289,A,,,0,,1
1765974869.3142262,88,10.0.3.7,10.0.3.4,21,35289,PA,,,530,Login incorrect.,1
1765974869.31444,66,10.0.3.4,10.0.3.7,35289,21,FA,,,0,,1
1765974869.3154058,76,10.0.3.7,10.0.3.4,21,35289,PA,,,500,OOPS:,1
1765974869.315406,96,10.0.3.7,10.0.3.4,21,35289,PA,,,0,,1
1765974869.315406,68,10.0.3.7,10.0.3.4,21,35289,PA,,,0,,1
1765974869.315406,88,10.0.3.7,10.0.3.4,21,35289,FPA,,,500,OOPS: child died,1
1765974869.3154266,54,10.0.3.4,10.0.3.7,35289,21,R,,,0,,1
1765974869.3154392,54,10.0.3.4,10.0.3.7,35289,21,R,,,0,,1
1765974869.3154435,54,10.0.3.4,10.0.3.7,35289,21,R,,,0,,1
1765974869.315447,54,10.0.3.4,10.0.3.7,35289,21,R,,,0,,1
1765974869.3155754,74,10.0.3.4,10.0.3.7,35633,21,S,,,0,,1
1765974869.3157766,74,10.0.3.7,10.0.3.4,21,35633,SA,,,0,,1
1765974869.3157885,66,10.0.3.4,10.0.3.7,35633,21,A,,,0,,1
1765974869.3168344,86,10.0.3.7,10.0.3.4,21,35633,PA,,,220,(vsFTPd 2.3.4),1
1765974869.3168435,66,10.0.3.4,10.0.3.7,35633,21,A,,,0,,1
1765974869.3169568,77,10.0.3.4,10.0.3.7,35633,21,PA,USER,Root,0,,1
1765974869.3172634,66,10.0.3.7,10.0.3.4,21,35633,A,,,0,,1
1765974869.3172634,100,10.0.3.7,10.0.3.4,21,35633,PA,,,331,Please specify the password.,1
1765974869.3173234,77,10.0.3.4,10.0.3.7,35633,21,PA,PASS,wago,0,,1
1765974869.3539686,66,10.0.3.7,10.0.3.4,21,35633,A,,,0,,1
1765974871.974373,88,10.0.3.7,10.0.3.4,21,35633,PA,,,530,Login incorrect.,1
1765974871.9744887,66,10.0.3.4,10.0.3.7,35633,21,FA,,,0,,1
1765974871.9746068,76,10.0.3.7,10.0.3.4,21,35633,PA,,,500,OOPS:,1
1765974871.974607,96,10.0.3.7,10.0.3.4,21,35633,PA,,,0,,1
1765974871.974607,68,10.0.3.7,10.0.3.4,21,35633,PA,,,0,,1
1765974871.9746215,54,10.0.3.4,10.0.3.7,35633,21,R,,,0,,1
1765974871.9746325,54,10.0.3.4,10.0.3.7,35633,21,R,,,0,,1
1765974871.974637,54,10.0.3.4,10.0.3.7,35633,21,R,,,0,,1
1765974871.9754758,74,10.0.3.4,10.0.3.7,36071,21,S,,,0,,1
1765974871.9755645,74,10.0.3.7,10.0.3.4,21,36071,SA,,,0,,1
1765974871.9755745,66,10.0.3.4,10.0.3.7,36071,21,A,,,0,,1
1765974871.9763863,86,10.0.3.7,10.0.3.4,21,36071,PA,,,220,(vsFTPd 2.3.4),1
1765974871.9763937,66,10.0.3.4,10.0.3.7,36071,21,A,,,0,,1
1765974871.976484,78,10.0.3.4,10.0.3.7,36071,21,PA,USER,Admin,0,,1
1765974871.976566,66,10.0.3.7,10.0.3.4,21,36071,A,,,0,,1
1765974871.976609,100,10.0.3.7,10.0.3.4,21,36071,PA,,,331,Please specify the password.,1
1765974871.976656,77,10.0.3.4,10.0.3.7,36071,21,PA,PASS,wago,0,,1
1765974872.0136113,66,10.0.3.7,10.0.3.4,21,36071,A,,,0,,1
1765974874.7147083,88,10.0.3.7,10.0.3.4,21,36071,PA,,,530,Login incorrect.,1
1765974874.714964,66,10.0.3.4,10.0.3.7,36071,21,FA,,,0,,1
1765974874.7155285,76,10.0.3.7,10.0.3.4,21,36071,PA,,,500,OOPS:,1
1765974874.7155287,96,10.0.3.7,10.0.3.4,21,36071,PA,,,0,,1
1765974874.7155287,68,10.0.3.7,10.0.3.4,21,36071,PA,,,0,,1
1765974874.7155678,54,10.0.3.4,10.0.3.7,36071,21,R,,,0,,1
1765974874.7155955,54,10.0.3.4,10.0.3.7,36071,21,R,,,0,,1
1765974874.7156053,54,10.0.3.4,10.0.3.7,36071,21,R,,,0,,1
1765974874.7158031,88,10.0.3.7,10.0.3.4,21,36071,FPA,,,500,OOPS: child died,1
1765974874.7158186,54,10.0.3.4,10.0.3.7,36071,21,R,,,0,,1
1765974874.7175531,74,10.0.3.4,10.0.3.7,39295,21,S,,,0,,1
1765974874.7180018,74,10.0.3.7,10.0.3.4,21,39295,SA,,,0,,1
1765974874.7180295,66,10.0.3.4,10.0.3.7,39295,21,A,,,0,,1
1765974874.7206004,86,10.0.3.7,10.0.3.4,21,39295,PA,,,220,(vsFTPd 2.3.4),1
1765974874.7206304,66,10.0.3.4,10.0.3.7,39295,21,A,,,0,,1
1765974874.7210033,77,10.0.3.4,10.0.3.7,39295,21,PA,USER,User,0,,1
1765974874.721532,66,10.0.3.7,10.0.3.4,21,39295,A,,,0,,1
1765974874.7215326,100,10.0.3.7,10.0.3.4,21,39295,PA,,,331,Please specify the password.,1
1765974874.721733,77,10.0.3.4,10.0.3.7,39295,21,PA,PASS,user,0,,1
1765974874.7547762,66,10.0.3.7,10.0.3.4,21,39295,A,,,0,,1
1765974877.8748765,88,10.0.3.7,10.0.3.4,21,39295,PA,,,530,Login incorrect.,1
1765974877.8750231,66,10.0.3.4,10.0.3.7,39295,21,FA,,,0,,1
1765974877.8753922,76,10.0.3.7,10.0.3.4,21,39295,PA,,,500,OOPS:,1
1765974877.875393,96,10.0.3.7,10.0.3.4,21,39295,PA,,,0,,1
1765974877.875393,68,10.0.3.7,10.0.3.4,21,39295,PA,,,0,,1
1765974877.8754332,54,10.0.3.4,10.0.3.7,39295,21,R,,,0,,1
1765974877.875457,54,10.0.3.4,10.0.3.7,39295,21,R,,,0,,1
1765974877.8754666,54,10.0.3.4,10.0.3.7,39295,21,R,,,0,,1
1765974877.8755352,88,10.0.3.7,10.0.3.4,21,39295,FPA,,,500,OOPS: child died,1
1765974877.8755453,54,10.0.3.4,10.0.3.7,39295,21,R,,,0,,1
1765974877.876693,74,10.0.3.4,10.0.3.7,35987,21,S,,,0,,1
1765974877.8770132,74,10.0.3.7,10.0.3.4,21,35987,SA,,,0,,1
1765974877.877029,66,10.0.3.4,10.0.3.7,35987,21,A,,,0,,1
1765974877.8783495,86,10.0.3.7,10.0.3.4,21,35987,PA,,,220,(vsFTPd 2.3.4),1
1765974877.878362,66,10.0.3.4,10.0.3.7,35987,21,A,,,0,,1
1765974877.8784964,78,10.0.3.4,10.0.3.7,35987,21,PA,USER,Guest,0,,1
1765974877.878817,66,10.0.3.7,10.0.3.4,21,35987,A,,,0,,1
1765974877.878817,100,10.0.3.7,10.0.3.4,21,35987,PA,,,331,Please specify the password.,1
1765974877.8788908,78,10.0.3.4,10.0.3.7,35987,21,PA,PASS,guest,0,,1
1765974877.913322,66,10.0.3.7,10.0.3.4,21,35987,A,,,0,,1
1765974880.7744143,88,10.0.3.7,10.0.3.4,21,35987,PA,,,530,Login incorrect.,1
1765974880.7746315,66,10.0.3.4,10.0.3.7,35987,21,FA,,,0,,1
1765974880.7750802,76,10.0.3.7,10.0.3.4,21,35987,PA,,,500,OOPS:,1
1765974880.7750807,96,10.0.3.7,10.0.3.4,21,35987,PA,,,0,,1
1765974880.7750807,68,10.0.3.7,10.0.3.4,21,35987,PA,,,0,,1
1765974880.7751164,54,10.0.3.4,10.0.3.7,35987,21,R,,,0,,1
1765974880.7751403,54,10.0.3.4,10.0.3.7,35987,21,R,,,0,,1
1765974880.7751472,54,10.0.3.4,10.0.3.7,35987,21,R,,,0,,1
1765974880.7752786,88,10.0.3.7,10.0.3.4,21,35987,FPA,,,500,OOPS: child died,1
1765974880.775288,54,10.0.3.4,10.0.3.7,35987,21,R,,,0,,1
1765974880.7764258,74,10.0.3.4,10.0.3.7,42469,21,S,,,0,,1
1765974880.7767625,74,10.0.3.7,10.0.3.4,21,42469,SA,,,0,,1
1765974880.77678,66,10.0.3.4,10.0.3.7,42469,21,A,,,0,,1
1765974880.7782557,86,10.0.3.7,10.0.3.4,21,42469,PA,,,220,(vsFTPd 2.3.4),1
1765974880.77827,66,10.0.3.4,10.0.3.7,42469,21,A,,,0,,1
1765974880.7784746,78,10.0.3.4,10.0.3.7,42469,21,PA,USER,admin,0,,1
1765974880.778816,66,10.0.3.7,10.0.3.4,21,42469,A,,,0,,1
1765974880.7788162,100,10.0.3.7,10.0.3.4,21,42469,PA,,,331,Please specify the password.,1
1765974880.778906,81,10.0.3.4,10.0.3.7,42469,21,PA,PASS,password,0,,1
1765974880.813732,66,10.0.3.7,10.0.3.4,21,42469,A,,,0,,1
1765974883.4141576,88,10.0.3.7,10.0.3.4,21,42469,PA,,,530,Login incorrect.,1
1765974883.414323,66,10.0.3.4,10.0.3.7,42469,21,FA,,,0,,1
1765974883.414637,76,10.0.3.7,10.0.3.4,21,42469,PA,,,500,OOPS:,1
1765974883.414637,96,10.0.3.7,10.0.3.4,21,42469,PA,,,0,,1
1765974883.414637,68,10.0.3.7,10.0.3.4,21,42469,PA,,,0,,1
1765974883.4146576,54,10.0.3.4,10.0.3.7,42469,21,R,,,0,,1
1765974883.414671,54,10.0.3.4,10.0.3.7,42469,21,R,,,0,,1
1765974883.414675,54,10.0.3.4,10.0.3.7,42469,21,R,,,0,,1
1765974883.4148111,88,10.0.3.7,10.0.3.4,21,42469,FPA,,,500,OOPS: child died,1
1765974883.4148376,54,10.0.3.4,10.0.3.7,42469,21,R,,,0,,1
1765974883.41573,74,10.0.3.4,10.0.3.7,45123,21,S,,,0,,1
1765974883.416064,74,10.0.3.7,10.0.3.4,21,45123,SA,,,0,,1
1765974883.4160757,66,10.0.3.4,10.0.3.7,45123,21,A,,,0,,1
1765974883.417096,86,10.0.3.7,10.0.3.4,21,45123,PA,,,220,(vsFTPd 2.3.4),1
1765974883.417105,66,10.0.3.4,10.0.3.7,45123,21,A,,,0,,1
1765974883.417207,74,10.0.3.4,10.0.3.7,45123,21,PA,USER,a,0,,1
1765974883.4175222,66,10.0.3.7,10.0.3.4,21,45123,A,,,0,,1
1765974883.4175224,100,10.0.3.7,10.0.3.4,21,45123,PA,,,331,Please specify the password.,1
1765974883.4175751,78,10.0.3.4,10.0.3.7,45123,21,PA,PASS,avery,0,,1
1765974883.4538178,66,10.0.3.7,10.0.3.4,21,45123,A,,,0,,1
1765974886.334571,88,10.0.3.7,10.0.3.4,21,45123,PA,,,530,Login incorrect.,1
1765974886.3350828,66,10.0.3.4,10.0.3.7,45123,21,FA,,,0,,1
1765974886.3358548,76,10.0.3.7,10.0.3.4,21,45123,PA,,,500,OOPS:,1
1765974886.3358552,96,10.0.3.7,10.0.3.4,21,45123,PA,,,0,,1
1765974886.3358555,68,10.0.3.7,10.0.3.4,21,45123,PA,,,0,,1
1765974886.3359067,54,10.0.3.4,10.0.3.7,45123,21,R,,,0,,1
1765974886.33595,54,10.0.3.4,10.0.3.7,45123,21,R,,,0,,1
1765974886.3359675,54,10.0.3.4,10.0.3.7,45123,21,R,,,0,,1
1765974886.3363123,88,10.0.3.7,10.0.3.4,21,45123,FPA,,,500,OOPS: child died,1
1765974886.3363383,54,10.0.3.4,10.0.3.7,45123,21,R,,,0,,1
1765974886.3397534,74,10.0.3.4,10.0.3.7,38193,21,S,,,0,,1
1765974886.3400595,74,10.0.3.7,10.0.3.4,21,38193,SA,,,0,,1
1765974886.3400698,66,10.0.3.4,10.0.3.7,38193,21,A,,,0,,1
1765974886.3410692,86,10.0.3.7,10.0.3.4,21,38193,PA,,,220,(vsFTPd 2.3.4),1
1765974886.3410792,66,10.0.3.4,10.0.3.7,38193,21,A,,,0,,1
1765974886.3411858,78,10.0.3.4,10.0.3.7,38193,21,PA,USER,admin,0,,1
1765974886.3414235,66,10.0.3.7,10.0.3.4,21,38193,A,,,0,,1
1765974886.3414235,100,10.0.3.7,10.0.3.4,21,38193,PA,,,331,Please specify the password.,1
1765974886.3414772,79,10.0.3.4,10.0.3.7,38193,21,PA,PASS,123456,0,,1
1765974886.3730223,66,10.0.3.7,10.0.3.4,21,38193,A,,,0,,1
1765974888.9945772,88,10.0.3.7,10.0.3.4,21,38193,PA,,,530,Login incorrect.,1
1765974888.9947398,66,10.0.3.4,10.0.3.7,38193,21,FA,,,0,,1
1765974888.9949782,76,10.0.3.7,10.0.3.4,21,38193,PA,,,500,OOPS:,1
1765974888.9949782,96,10.0.3.7,10.0.3.4,21,38193,PA,,,0,,1
1765974888.9949784,68,10.0.3.7,10.0.3.4,21,38193,PA,,,0,,1
1765974888.994993,54,10.0.3.4,10.0.3.7,38193,21,R,,,0,,1
1765974888.9950032,54,10.0.3.4,10.0.3.7,38193,21,R,,,0,,1
1765974888.9950275,54,10.0.3.4,10.0.3.7,38193,21,R,,,0,,1
1765974888.9961157,74,10.0.3.4,10.0.3.7,42591,21,S,,,0,,1
1765974888.9963198,74,10.0.3.7,10.0.3.4,21,42591,SA,,,0,,1
1765974888.996332,66,10.0.3.4,10.0.3.7,42591,21,A,,,0,,1
1765974888.9973004,86,10.0.3.7,10.0.3.4,21,42591,PA,,,220,(vsFTPd 2.3.4),1
1765974888.9973109,66,10.0.3.4,10.0.3.7,42591,21,A,,,0,,1
1765974888.9975348,78,10.0.3.4,10.0.3.7,42591,21,PA,USER,adtec,0,,1
1765974888.9977183,66,10.0.3.7,10.0.3.4,21,42591,A,,,0,,1
1765974888.9977856,100,10.0.3.7,10.0.3.4,21,42591,PA,,,331,Please specify the password.,1
1765974888.9978564,77,10.0.3.4,10.0.3.7,42591,21,PA,PASS,none,0,,1
1765974889.0335698,66,10.0.3.7,10.0.3.4,21,42591,A,,,0,,1
1765974891.4046571,88,10.0.3.7,10.0.3.4,21,42591,PA,,,530,Login incorrect.,1
